V4_2,Data_Marking,CV,calendar-years,time,admin-geography,geography,ashe-statistics,statistics,ashe-sex,sex,ashe-working-pattern,workingpattern,ashe-hours-and-earnings,hoursandearnings,ashe-workplace-or-residence,workplaceorresidence
18.24,,3.9,2018,2018,E09000008,Croydon,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
17.39,,2.8,2018,2018,E09000008,Croydon,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
42447.0,,16.0,2016,2016,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
53513.0,,11.0,2016,2016,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
62075.0,,13.0,2016,2016,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
26.99,,3.3,2016,2016,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
25.61,,5.9,2016,2016,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
19.88,,2.8,2016,2016,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
20.3,,4.8,2016,2016,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
39424.0,,5.6,2016,2016,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
52885.0,,5.5,2016,2016,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
61616.0,,7.6,2016,2016,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
23.28,,4.1,2016,2016,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
24.2,,2.5,2016,2016,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
52752.0,,5.3,2017,2017,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
25.46,,5.3,2017,2017,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
44925.0,,7.9,2017,2017,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
21.64,,4.7,2017,2017,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
27.78,,3.5,2017,2017,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
23.67,,3.7,2017,2017,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
62177.0,,12.0,2017,2017,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
24.84,,2.6,2017,2017,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
20.58,,3.0,2017,2017,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
54068.0,,8.1,2017,2017,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
61306.0,,6.9,2017,2017,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
40302.0,,4.1,2017,2017,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
62494.0,,9.5,2018,2018,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
51299.0,,9.2,2018,2018,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
72349.0,,14.0,2018,2018,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
24.36,,5.3,2018,2018,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
26.32,,4.9,2018,2018,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
25.43,,3.6,2018,2018,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
61965.0,,5.9,2018,2018,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
39604.0,,4.6,2018,2018,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
53100.0,,4.5,2018,2018,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
20.41,,3.1,2018,2018,E09000019,Islington,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
27.67,,3.8,2018,2018,E09000019,Islington,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
24.67,,2.8,2018,2018,E09000019,Islington,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
40566.0,,10.0,2016,2016,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
42898.0,,19.0,2016,2016,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
40892.0,,6.4,2016,2016,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
38057.0,,6.6,2016,2016,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
18.68,,5.9,2016,2016,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
19.16,,5.1,2016,2016,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
39387.0,,4.9,2016,2016,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
37445.0,,7.5,2016,2016,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
18.98,,3.3,2016,2016,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
18.77,,4.1,2016,2016,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
19.26,,3.9,2016,2016,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
19.73,,5.1,2016,2016,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
44572.0,,5.7,2017,2017,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
19.64,,4.2,2017,2017,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
20.07,,5.8,2017,2017,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
42457.0,,10.0,2017,2017,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
20.35,,4.6,2017,2017,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
19.47,,3.9,2017,2017,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
42385.0,,7.7,2017,2017,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
46356.0,,8.0,2017,2017,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
18.64,,4.7,2017,2017,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
36954.0,,6.4,2017,2017,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
46863.0,,16.0,2017,2017,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
20.03,,3.2,2017,2017,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
40426.0,,9.9,2018,2018,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
43581.0,,9.3,2018,2018,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
42226.0,,6.9,2018,2018,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
19.66,,4.7,2018,2018,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
21.71,,6.2,2018,2018,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
20.8,,4.1,2018,2018,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
36886.0,,14.0,2018,2018,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
42686.0,,5.9,2018,2018,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
40206.0,,6.9,2018,2018,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
18.23,,4.8,2018,2018,E09000012,Hackney,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
20.47,,4.5,2018,2018,E09000012,Hackney,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
19.57,,3.4,2018,2018,E09000012,Hackney,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
22.27,,17.0,2016,2016,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
72481.0,,19.0,2016,2016,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
92160.0,,5.0,2016,2016,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
27.77,,11.0,2016,2016,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
39349.0,,14.0,2016,2016,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
79489.0,,4.2,2016,2016,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
56262.0,,6.3,2016,2016,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
25.57,,2.3,2016,2016,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
32.37,,1.8,2016,2016,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
29.05,,12.0,2016,2016,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
36.09,,2.3,2016,2016,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
63881.0,,17.0,2016,2016,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
,x,22.0,2017,2017,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
25.6,,2.2,2017,2017,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
70179.0,,19.0,2017,2017,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
22.79,,12.0,2017,2017,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
30.63,,11.0,2017,2017,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
80655.0,,4.3,2017,2017,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
53605.0,,3.9,2017,2017,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
37.09,,2.3,2017,2017,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
33.75,,13.0,2017,2017,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
47173.0,,17.0,2017,2017,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
96011.0,,5.3,2017,2017,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
32.95,,1.8,2017,2017,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
36774.0,,18.0,2018,2018,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
74681.0,,15.0,2018,2018,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
60086.0,,16.0,2018,2018,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
18.46,,12.0,2018,2018,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
33.18,,13.0,2018,2018,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
27.84,,12.0,2018,2018,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
66533.0,,6.2,2018,2018,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
90115.0,,4.2,2018,2018,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
102965.0,,5.2,2018,2018,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
27.82,,2.7,2018,2018,E09000001,City of London,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
39.23,,2.2,2018,2018,E09000001,City of London,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
35.15,,1.8,2018,2018,E09000001,City of London,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
37291.0,,13.0,2016,2016,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
20.64,,4.5,2016,2016,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
17.39,,3.5,2016,2016,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
23.21,,6.7,2016,2016,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
44177.0,,7.1,2016,2016,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
18.3,,4.8,2016,2016,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
38968.0,,5.9,2016,2016,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
17.09,,3.2,2016,2016,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
35315.0,,5.9,2016,2016,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
15.66,,3.8,2016,2016,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
49374.0,,8.2,2016,2016,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
31013.0,,10.0,2016,2016,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
47862.0,,5.3,2017,2017,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
56269.0,,7.2,2017,2017,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
38023.0,,6.7,2017,2017,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
19.34,,5.6,2017,2017,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
30549.0,,7.3,2017,2017,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
15.98,,3.5,2017,2017,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
24.28,,4.9,2017,2017,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
17.67,,3.5,2017,2017,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
21.74,,3.4,2017,2017,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
43627.0,,8.5,2017,2017,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
18.57,,3.8,2017,2017,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
36818.0,,5.5,2017,2017,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
40339.0,,13.0,2018,2018,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
52575.0,,7.7,2018,2018,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
47169.0,,6.9,2018,2018,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
23.44,,4.6,2018,2018,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
19.59,,5.8,2018,2018,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
21.79,,3.6,2018,2018,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
27662.0,,9.2,2018,2018,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
44679.0,,11.0,2018,2018,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
36779.0,,7.9,2018,2018,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
15.75,,4.6,2018,2018,E09000003,Barnet,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
20.42,,7.5,2018,2018,E09000003,Barnet,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
18.23,,4.9,2018,2018,E09000003,Barnet,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
28764.0,,15.0,2016,2016,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
33144.0,,11.0,2016,2016,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
41754.0,,13.0,2016,2016,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
15.31,,6.2,2016,2016,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
16.88,,3.2,2016,2016,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
32799.0,,7.2,2016,2016,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
35747.0,,5.7,2016,2016,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
37735.0,,8.7,2016,2016,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
17.65,,4.9,2016,2016,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
15.89,,3.6,2016,2016,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
15.95,,3.5,2016,2016,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
16.27,,4.4,2016,2016,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
41756.0,,7.4,2017,2017,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
16.88,,3.7,2017,2017,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
36233.0,,5.8,2017,2017,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
19.48,,3.9,2017,2017,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
16.83,,6.1,2017,2017,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
20.8,,5.9,2017,2017,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
33303.0,,7.5,2017,2017,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
35729.0,,4.8,2017,2017,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
17.77,,3.9,2017,2017,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
46321.0,,12.0,2017,2017,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
16.92,,4.6,2017,2017,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
37657.0,,6.2,2017,2017,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
37721.0,,11.0,2018,2018,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
46723.0,,8.7,2018,2018,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
42482.0,,7.1,2018,2018,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
22.16,,5.4,2018,2018,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
18.55,,3.9,2018,2018,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
20.53,,3.6,2018,2018,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
37875.0,,6.7,2018,2018,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
30477.0,,6.7,2018,2018,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
34219.0,,4.9,2018,2018,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
16.6,,5.8,2018,2018,E09000014,Haringey,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
17.3,,4.0,2018,2018,E09000014,Haringey,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
17.85,,5.6,2018,2018,E09000014,Haringey,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
42129.0,,5.5,2016,2016,E09000029,Sutton,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
29665.0,,6.4,2016,2016,E09000029,Sutton,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
15.44,,5.1,2016,2016,E09000029,Sutton,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
