V4_2,Data_Marking,CV,calendar-years,time,admin-geography,geography,ashe-statistics,statistics,ashe-sex,sex,ashe-working-pattern,workingpattern,ashe-hours-and-earnings,hoursandearnings,ashe-workplace-or-residence,workplaceorresidence
34898.0,,6.5,2016,2016,E08000011,Knowsley,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
16.32,,4.6,2016,2016,E08000011,Knowsley,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
25957.0,,15.0,2016,2016,E08000011,Knowsley,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
13.38,,4.7,2016,2016,E08000011,Knowsley,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
31521.0,,7.2,2016,2016,E08000011,Knowsley,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
15.24,,3.6,2016,2016,E08000011,Knowsley,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
13.41,,4.8,2017,2017,E08000011,Knowsley,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
14.34,,3.4,2017,2017,E08000011,Knowsley,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
33240.0,,5.6,2017,2017,E08000011,Knowsley,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
15.04,,5.1,2017,2017,E08000011,Knowsley,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
25076.0,,4.3,2017,2017,E08000011,Knowsley,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
13.41,,3.7,2017,2017,E08000011,Knowsley,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
31898.0,,5.4,2017,2017,E08000011,Knowsley,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
17.62,,4.8,2017,2017,E08000011,Knowsley,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
37063.0,,6.5,2017,2017,E08000011,Knowsley,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
28765.0,,3.8,2017,2017,E08000011,Knowsley,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
25994.0,,13.0,2017,2017,E08000011,Knowsley,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,workplace,Workplace
16.16,,3.8,2017,2017,E08000011,Knowsley,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,workplace,Workplace
26592.0,,5.9,2018,2018,E08000011,Knowsley,mean,Mean,female,Female,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
31495.0,,6.0,2018,2018,E08000011,Knowsley,mean,Mean,male,Male,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
29347.0,,4.4,2018,2018,E08000011,Knowsley,mean,Mean,all,All,full-time,Full-Time,annual-pay-gross,Annual pay - Gross,residence,Residence
14.02,,5.0,2018,2018,E08000011,Knowsley,mean,Mean,female,Female,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
15.38,,4.6,2018,2018,E08000011,Knowsley,mean,Mean,male,Male,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
14.8,,3.4,2018,2018,E08000011,Knowsley,mean,Mean,all,All,full-time,Full-Time,hourly-pay-gross,Hourly pay - Gross,residence,Residence
